1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1073,1037,33,26,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,992,976,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,1000,954,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,193,176,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,14,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,83,71,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,102,51,48,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,44,49,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,28,34,3,1,0,0,0,0,0,0,0,0,0,0,0
0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,16,9,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,6,8,6,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,165,177,70,71,87,82,3,4,1,3,6,0,0,0,0,0,0,0,0,0,160,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
